nom,type,ville,description,image_monument_url,lien_wikipedia,image_ville_url
Funduq al-Najjarin,musée,Casablanca,"Funduq al-Najjarin is a historic funduq in Fes el Bali, the old medina quarter in the city of Fez, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Fes_-_Fondouk_el-Nejjarine.jpg/320px-Fes_-_Fondouk_el-Nejjarine.jpg,https://en.wikipedia.org/wiki/Funduq_al-Najjarin,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Taroudant,musée,Agadir,"Taroudant is a city in the Sous in southwestern Morocco. It is situated east of Agadir on the road to Ouarzazate and south of Marrakesh. Today, it is a small market town and a tourist destination.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg/330px-Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg,https://en.wikipedia.org/wiki/Taroudant,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Bou Jeloud Mosque,musée,Fès,"The Bou Jeloud Mosque is a historic Almohad-era mosque in the former Kasbah of Bou Jeloud, located near Bab Bou Jeloud, in Fes, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Bou_Jeloud_mosque3.jpg/330px-Bou_Jeloud_mosque3.jpg,https://en.wikipedia.org/wiki/Bou_Jeloud_Mosque,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Oujda,musée,Oujda,"Oujda is a major city in northeast Morocco near the border with Algeria. Oujda is the capital city of the Oriental region of northeastern Morocco and has a population of 720,618 people. It is located about 15 kilometres west of the Moroccan-Algerian border in the south of the Beni Znassen Mountains and about 55 km south of the Mediterranean coast.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg,https://en.wikipedia.org/wiki/Oujda,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Rabati Malik,musée,Rabat,"Rabati Malik, also called Ribat-i Malik, is a caravanserai ruin located on the M37 road from Samarkand to Bukhara about a kilometer west of the edge of Malik, Navoiy Province, Uzbekistan. It was constructed along the Silk Road according to the orders of Karakhanid Shams al-Mulk Nasr, son of Tamgachkhan Ibragim, who ruled in Samarkand from 1068 until 1080.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Rabat-i_Malik_caravanserai_2_%28cropped_and_retouched%29.jpg/330px-Rabat-i_Malik_caravanserai_2_%28cropped_and_retouched%29.jpg,https://en.wikipedia.org/wiki/Rabati_Malik,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Bou Jeloud Mosque,musée,Fès,"The Bou Jeloud Mosque is a historic Almohad-era mosque in the former Kasbah of Bou Jeloud, located near Bab Bou Jeloud, in Fes, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Bou_Jeloud_mosque3.jpg/330px-Bou_Jeloud_mosque3.jpg,https://en.wikipedia.org/wiki/Bou_Jeloud_Mosque,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Tanger Outlets Atlantic City,musée,Tanger,"Tanger Outlets Atlantic City, formerly known as The Walk, is a 109-store open-air outlet mall in Atlantic City, New Jersey. It is the only outlet mall in Atlantic County. The mall opened in August 2003 and spans 3 city blocks, featuring a unique layout in outlet mall construction.",https://upload.wikimedia.org/wikipedia/en/f/ff/Acoutletslogo.png,https://en.wikipedia.org/wiki/Tanger_Outlets_Atlantic_City,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
USS Rudyerd Bay,musée,Casablanca,"USS Rudyerd Bay (CVE-81) was the twenty-seventh of fifty Casablanca-class escort carriers built for the United States Navy during World War II. She was named after Rudyerd Bay, within Ketcchikan Gateway Bourough, of the Territory of Alaska. Today, the bay lies within Misty Fjords National Monument. The ship was launched in January 1944, commissioned in February, and served as a replenishment and transport carrier throughout the Mariana and Palau Islands campaign and the Philippines campaign. Later, she served as a frontline carrier, providing air cover and support for the invasion of Iwo Jima, and the Battle of Okinawa. Postwar, she participated in Operation Magic Carpet, repatriating U.S. servicemen from throughout the Pacific. She was decommissioned in June 1946, when she was mothballed in the Atlantic Reserve Fleet. Ultimately, she was sold for scrapping in January 1960.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/USS_Rudyerd_Bay_%28CVE-81%29_underway_in_1944.jpeg/330px-USS_Rudyerd_Bay_%28CVE-81%29_underway_in_1944.jpeg,https://en.wikipedia.org/wiki/USS_Rudyerd_Bay,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
"American Legation, Tangier",musée,Tanger,"The Tangier American Legation, officially the Tangier American Legation Institute for Moroccan Studies (TALIMS), is a building in the medina of Tangier, Morocco, that formerly housed the United States diplomatic mission to Morocco. It was the first American public property abroad and is the only U.S. National Historic Landmark in a foreign country.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Museo_del_Antiguo_Legado_Estadounidense%2C_T%C3%A1nger%2C_Marruecos%2C_2015-12-11%2C_DD_44-46_HDR.JPG/330px-Museo_del_Antiguo_Legado_Estadounidense%2C_T%C3%A1nger%2C_Marruecos%2C_2015-12-11%2C_DD_44-46_HDR.JPG,https://en.wikipedia.org/wiki/American_Legation%2C_Tangier,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Marrakesh,musée,Marrakech,Marrakesh or Marrakech is the fourth-largest city in Morocco. It is one of the four imperial cities of Morocco and is the capital of the Marrakesh–Safi region. The city lies west of the foothills of the Atlas Mountains.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg,https://en.wikipedia.org/wiki/Marrakesh,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Fes railway station,musée,Oujda,"The Fes Railway Station is the main station in the Moroccan city of Fes. While there are secondary stations for local connections, this station serves long-distance mainline trains.",https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Stazione_di_F%C3%A8s.jpg/320px-Stazione_di_F%C3%A8s.jpg,https://en.wikipedia.org/wiki/Fes_railway_station,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Mendoub's Residence,musée,Tanger,"The Mendoub's Residence or Dar al-Mandub, formerly known as the Forbes Museum of Tangier, is a cultural monument and 10-acre (40,000 m2) property located on Mohammed Tazi Street in the Marshan neighborhood of Tangier, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Morocco_Tangier_Mendoub_Palace.jpg/330px-Morocco_Tangier_Mendoub_Palace.jpg,https://en.wikipedia.org/wiki/Mendoub's_Residence,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Lima Stock Exchange,musée,Casablanca,"The Lima Stock Exchange is the stock exchange of Peru, located in the capital Lima. It has several indices. The S&P/BVL Peru General Index is a value-weighted index that tracks the performance of the largest and most frequently traded stocks on the Lima Exchange.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Bolsa_de_Valores_de_Lima_logo.png/330px-Bolsa_de_Valores_de_Lima_logo.png,https://en.wikipedia.org/wiki/Lima_Stock_Exchange,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Drâa-Tafilalet,musée,Ouarzazate,"Drâa-Tafilalet is one of the twelve regions of Morocco. It covers an area of 88,836 km2 and had a population of 1,635,008 as of the 2014 Moroccan census. The capital of the region is Errachidia.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Dr%C3%A2a-Tafilalet_region_locator_map.svg/330px-Dr%C3%A2a-Tafilalet_region_locator_map.svg.png,https://en.wikipedia.org/wiki/Dr%C3%A2a-Tafilalet,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
List of Allied World War II conferences,musée,Casablanca,"This is a list of World War II conferences of the Allies of World War II. Names in boldface indicate the three conferences at which the leaders of the United States, the United Kingdom, and the Soviet Union were all present. For the historical context see Diplomatic history of World War II. See also the Anglo-French Supreme War Council, which operated from September 1939 until June 1940.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Roosevelt_Inonu_Churchill.jpg/330px-Roosevelt_Inonu_Churchill.jpg,https://en.wikipedia.org/wiki/List_of_Allied_World_War_II_conferences,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Mogador Island,musée,Essaouira,"Mogador Island is the main island of the Iles Purpuraires near Essaouira in Morocco. It is about 3 kilometres long and 1.5 kilometres wide, and lies about 1.5 kilometres from Essaouira.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Mogador_island.jpg/330px-Mogador_island.jpg,https://en.wikipedia.org/wiki/Mogador_Island,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
Mausoleum of Sidi Harazem,musée,Fès,"The Mausoleum of Sidi Harazem or Marabout of Sidi Harazem is a funerary monument and shrine in Fez, Morocco. It is located in the Bab Ftouh Cemetery, one of the city's largest historic cemeteries. It contains the tomb of Sidi 'Ali ibn Harazem, a 12th-century Sufi mystic who died in 1164–65.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/20230912_11h3793Em_Sidi_Harazem_%2853249909374%29.jpg/330px-20230912_11h3793Em_Sidi_Harazem_%2853249909374%29.jpg,https://en.wikipedia.org/wiki/Mausoleum_of_Sidi_Harazem,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
List of Allied World War II conferences,musée,Casablanca,"This is a list of World War II conferences of the Allies of World War II. Names in boldface indicate the three conferences at which the leaders of the United States, the United Kingdom, and the Soviet Union were all present. For the historical context see Diplomatic history of World War II. See also the Anglo-French Supreme War Council, which operated from September 1939 until June 1940.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Roosevelt_Inonu_Churchill.jpg/330px-Roosevelt_Inonu_Churchill.jpg,https://en.wikipedia.org/wiki/List_of_Allied_World_War_II_conferences,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
"Fez, Morocco",musée,Fès,"Fes or Fez is a city in northern inland Morocco and the capital of the Fez-Meknes administrative region. It is one of the largest cities in Morocco, with a population of 1.256 million, according to the 2024 census. Located to the northwest of the Atlas Mountains, it is surrounded by hills and the old city is centered around the Fez River flowing from west to east. Fez has been called the ""Mecca of the West"" and the ""Athens of Africa"". It is also considered the spiritual and cultural capital of Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg,https://en.wikipedia.org/wiki/Fez%2C_Morocco,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Ouarzazate,musée,Ouarzazate,"Ouarzazate, nicknamed the door of the desert, is a city and capital of Ouarzazate Province in the region of Drâa-Tafilalet, south-central Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg,https://en.wikipedia.org/wiki/Ouarzazate,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Gilles Simon (Formula One),musée,Oujda,Gilles Simon is a French Formula One engineer and designer.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Podio.jpg/330px-Podio.jpg,https://en.wikipedia.org/wiki/Gilles_Simon_(Formula_One),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Kasbah of the Udayas,musée,Rabat,"The Kasbah of the Udayas, also spelled Kasbah of the Oudaias or of the Oudayas, is a kasbah (citadel) in Rabat, Morocco. It is located on a hill at the mouth of the Bou Regreg opposite Salé, and adjacent to the Medina quarter of Rabat. It is listed, along with other sites in Rabat, as a UNESCO World Heritage Site.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Kasbah_Oudayas_exterior.jpg/330px-Kasbah_Oudayas_exterior.jpg,https://en.wikipedia.org/wiki/Kasbah_of_the_Udayas,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Mendoub's Residence,musée,Tanger,"The Mendoub's Residence or Dar al-Mandub, formerly known as the Forbes Museum of Tangier, is a cultural monument and 10-acre (40,000 m2) property located on Mohammed Tazi Street in the Marshan neighborhood of Tangier, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Morocco_Tangier_Mendoub_Palace.jpg/330px-Morocco_Tangier_Mendoub_Palace.jpg,https://en.wikipedia.org/wiki/Mendoub's_Residence,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Hassania Agadir,musée,Agadir,"Hassania Union Sport d'Agadir commonly referred to as Hassania Agadir and known as l'Hassania, or simply as HUSA, is a Moroccan football club based in Agadir. The club was founded on 22 December 1946. It plays its home games at Adrar Stadium.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Husa_logo_2013.png/330px-Husa_logo_2013.png,https://en.wikipedia.org/wiki/Hassania_Agadir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Fes railway station,musée,Oujda,"The Fes Railway Station is the main station in the Moroccan city of Fes. While there are secondary stations for local connections, this station serves long-distance mainline trains.",https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Stazione_di_F%C3%A8s.jpg/320px-Stazione_di_F%C3%A8s.jpg,https://en.wikipedia.org/wiki/Fes_railway_station,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Bou Jeloud Mosque,musée,Fès,"The Bou Jeloud Mosque is a historic Almohad-era mosque in the former Kasbah of Bou Jeloud, located near Bab Bou Jeloud, in Fes, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Bou_Jeloud_mosque3.jpg/330px-Bou_Jeloud_mosque3.jpg,https://en.wikipedia.org/wiki/Bou_Jeloud_Mosque,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Kasbah Taourirt,musée,Ouarzazate,"Kasbah Taourirt is a historic fortified residence complex or kasbah in Ouarzazate, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Ksar_of_Taourirt%2C_Ouarzazate%2C_Morocco_%28%D9%82%D8%B5%D8%A8%D8%A9_%D8%AA%D8%A7%D9%88%D8%B1%D9%8A%D8%B1%D8%AA%2C_%E2%B5%9C%E2%B4%B0%E2%B5%A1%E2%B5%94%E2%B5%89%E2%B5%94%E2%B5%9C%29.jpg/330px-Ksar_of_Taourirt%2C_Ouarzazate%2C_Morocco_%28%D9%82%D8%B5%D8%A8%D8%A9_%D8%AA%D8%A7%D9%88%D8%B1%D9%8A%D8%B1%D8%AA%2C_%E2%B5%9C%E2%B4%B0%E2%B5%A1%E2%B5%94%E2%B5%89%E2%B5%94%E2%B5%9C%29.jpg,https://en.wikipedia.org/wiki/Kasbah_Taourirt,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Wiki Indaba,musée,Agadir,"Wiki Indaba is the regional conference for African Wikimedians both within the continent and in the diaspora. Topics of presentation and dialogue include Wikimedia projects such as Wikipedia, other wikis, open-source software, free knowledge, free content and how these projects affect the African continent.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Wiki_Indaba_Present_logo.jpg/330px-Wiki_Indaba_Present_logo.jpg,https://en.wikipedia.org/wiki/Wiki_Indaba,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Agadir,musée,Agadir,"Agadir is a major city in Morocco, on the shore of the Atlantic Ocean near the foot of the Atlas Mountains, just north of the point where the Souss River flows into the ocean, and 509 kilometres (316 mi) south of Casablanca. Agadir is the capital of the Agadir Ida-U-Tanan Prefecture and of the Souss-Massa economic region.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg,https://en.wikipedia.org/wiki/Agadir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
